iter	Passed	Remaining
260	19265	106220
261	19336	106127
262	19404	106024
263	19472	105921
264	19542	105826
265	19610	105721
266	19683	105642
267	19759	105579
268	19838	105534
269	19912	105460
270	19981	105362
271	20053	105280
272	20119	105168
273	20191	105085
274	20259	104981
275	20329	104886
276	20398	104792
277	20471	104714
278	20542	104627
279	20610	104522
280	20679	104427
281	20747	104327
282	20816	104229
283	20882	104117
284	20952	104027
285	21021	103932
286	21092	103847
287	21162	103757
288	21236	103685
289	21309	103609
290	21381	103529
291	21450	103432
292	21521	103346
293	21589	103248
294	21661	103167
295	21733	103087
296	21804	103000
297	21875	102918
298	21954	102872
299	22041	102859
300	22115	102787
301	22185	102699
302	22253	102599
303	22323	102513
304	22394	102427
305	22463	102333
306	22535	102251
307	22604	102159
308	22671	102057
309	22739	101962
310	22808	101866
311	22878	101778
312	22951	101703
313	23022	101620
314	23090	101525
315	23158	101427
316	23231	101353
317	23298	101253
318	23400	101302
319	23487	101290
320	23556	101199
321	23628	101119
322	23697	101027
323	23766	100935
324	23834	100838
325	23901	100736
326	23972	100653
327	24040	100559
328	24111	100475
329	24194	100443
330	24272	100388
331	24346	100321
332	24418	100240
333	24487	100148
334	24556	100059
335	24627	99973
336	24700	99903
337	24772	99824
338	24844	99744
339	24912	99650
340	24980	99556
341	25049	99464
342	25119	99380
343	25189	99295
344	25260	99212
345	25332	99135
346	25403	99051
347	25474	98968
348	25547	98895
349	25618	98814
350	25687	98724
351	25753	98624
352	25823	98537
353	25893	98454
354	25965	98375
355	26034	98288
356	26107	98215
357	26178	98131
358	26246	98040
359	26319	97967
360	26403	97933
361	26482	97881
362	26556	97812
363	26630	97743
364	26702	97667
365	26776	97593
366	26849	97523
367	26928	97470
368	27009	97423
369	27096	97399
370	27182	97373
371	27265	97334
372	27345	97284
373	27433	97263
374	27517	97226
375	27593	97165
376	27668	97098
377	27749	97048
378	27836	97024
379	27927	97012
380	28017	96993
381	28097	96944
382	28177	96892
383	28255	96833
384	28337	96789
385	28424	96760
386	28499	96691
387	28586	96662
388	28671	96626
389	28761	96607
390	28839	96549
391	28915	96482
392	28996	96432
393	29073	96369
394	29160	96340
395	29247	96311
396	29328	96258
397	29409	96208
398	29489	96153
399	29579	96132
400	29668	96107
401	29756	96078
402	29836	96025
403	29916	95968
404	30004	95939
405	30087	95895
406	30176	95867
407	30272	95863
408	30352	95806
409	30436	95763
410	30517	95711
411	30624	95739
412	30710	95701
413	30807	95695
414	30903	95688
415	31048	95832
416	31124	95761
417	31207	95714
418	31290	95664
419	31368	95600
420	31459	95573
421	31543	95528
422	31646	95539
423	31728	95485
424	31811	95434
425	31890	95371
426	31975	95327
427	32049	95251
428	32137	95212
429	32211	95136
430	32280	95045
431	32358	94979
432	32436	94912
433	32520	94863
434	32592	94779
435	32668	94710
436	32740	94626
437	32820	94564
438	32912	94538
439	33001	94504
440	33095	94483
441	33223	94558
442	33336	94590
443	33428	94562
444	33529	94559
445	33620	94530
446	33709	94492
447	33790	94431
448	33874	94379
449	33958	94330
450	34055	94312
451	34146	94279
452	34238	94250
453	34330	94220
454	34416	94172
455	34515	94161
456	34604	94122
457	34694	94083
458	34777	94027
459	34848	93939
460	34927	93871
461	35000	93789
462	35067	93690
463	35144	93617
464	35216	93531
465	35296	93466
466	35378	93409
467	35458	93342
468	35527	93251
469	35607	93184
470	35681	93104
471	35752	93016
472	35822	92927
473	35894	92841
474	35966	92754
475	36034	92659
476	36107	92576
477	36181	92497
478	36252	92409
479	36324	92323
480	36398	92244
481	36469	92158
482	36549	92092
483	36619	92002
484	36693	91922
485	36764	91836
486	36835	91748
487	36909	91668
488	36983	91588
489	37052	91496
490	37130	91427
491	37200	91336
492	37271	91250
493	37342	91165
494	37416	91084
495	37494	91014
496	37576	90954
497	37659	90896
498	37735	90822
499	37807	90738
500	37877	90650
501	37947	90561
502	38027	90493
503	38099	90410
504	38178	90342
505	38247	90251
506	38330	90192
507	38412	90133
508	38486	90054
509	38561	89977
510	38632	89890
511	38707	89812
512	38778	89726
513	38845	89632
514	38917	89548
515	38989	89464
516	39062	89381
517	39141	89315
518	39215	89235
519	39287	89151
520	39358	89066
521	39429	88980
522	39499	88893
523	39575	88818
524	39646	88732
525	39730	88676
526	39816	88623
527	39892	88549
528	39971	88482
529	40043	88398
530	40122	88330
531	40191	88240
532	40261	88153
533	40329	88060
534	40405	87986
535	40475	87897
536	40547	87814
537	40629	87752
538	40701	87670
539	40771	87584
540	40845	87504
541	40913	87412
542	40989	87337
543	41058	87248
544	41134	87175
545	41206	87091
546	41279	87011
547	41351	86929
548	41436	86873
549	41506	86786
550	41578	86704
551	41650	86620
552	41717	86528
553	41791	86449
554	41861	86362
555	41949	86314
556	42039	86268
557	42117	86197
558	42190	86116
559	42270	86049
560	42339	85961
561	42412	85880
562	42483	85797
563	42558	85720
564	42629	85636
565	42695	85542
566	42771	85467
567	42843	85384
568	42924	85320
569	42998	85242
570	43072	85163
571	43145	85084
572	43216	84999
573	43295	84932
574	43370	84854
575	43440	84770
576	43511	84685
577	43581	84598
578	43656	84523
579	43734	84452
580	43811	84381
581	43881	84295
582	43951	84209
583	44023	84126
584	44095	84044
585	44171	83971
586	44252	83906
587	44336	83847
588	44409	83767
589	44487	83697
590	44557	83611
591	44628	83526
592	44700	83446
593	44772	83363
594	44841	83276
595	44912	83194
596	44985	83114
597	45058	83034
598	45134	82959
599	45204	82875
600	45275	82792
601	45349	82714
602	45419	82629
603	45495	82554
604	45585	82505
605	45666	82441
606	45740	82363
607	45817	82290
608	45886	82203
609	45956	82118
610	46037	82054
611	46118	81989
612	46192	81910
613	46267	81833
614	46337	81750
615	46423	81693
616	46505	81629
617	46585	81563
618	46666	81496
619	46735	81409
620	46816	81343
621	46885	81258
622	46956	81174
623	47036	81107
624	47106	81022
625	47176	80938
626	47247	80855
627	47319	80773
628	47390	80691
629	47465	80616
630	47540	80539
631	47613	80460
632	47689	80387
633	47764	80310
634	47847	80248
635	47932	80188
636	48008	80114
637	48088	80046
638	48161	79968
639	48234	79889
640	48306	79807
641	48379	79728
642	48456	79655
643	48528	79574
644	48608	79507
645	48693	79446
646	48770	79374
647	48848	79303
648	48931	79241
649	49010	79171
650	49101	79121
651	49179	79049
652	49254	78972
653	49327	78894
654	49405	78822
655	49476	78739
656	49547	78657
657	49621	78579
658	49698	78506
659	49779	78441
660	49852	78361
661	49921	78276
662	49996	78199
663	50067	78116
664	50134	78028
665	50209	77953
666	50279	77869
667	50356	77796
668	50446	77743
669	50521	77667
670	50594	77587
671	50662	77501
672	50731	77416
673	50814	77352
674	50896	77287
675	50973	77214
676	51047	77136
677	51116	77051
678	51189	76972
679	51261	76892
680	51336	76816
681	51409	76736
682	51478	76652
683	51548	76568
684	51622	76491
685	51697	76416
686	51771	76338
687	51842	76256
688	51918	76181
689	52002	76119
690	52075	76041
691	52143	75954
692	52211	75869
693	52283	75788
694	52353	75704
695	52423	75622
696	52508	75560
697	52578	75478
698	52653	75402
699	52725	75322
700	52796	75240
701	52872	75166
702	52941	75082
703	53017	75007
704	53109	74955
705	53186	74883
706	53259	74804
707	53337	74733
708	53410	74654
709	53482	74574
710	53556	74496
711	53634	74425
712	53706	74345
713	53788	74279
714	53858	74196
715	53927	74112
716	53999	74033
717	54103	73996
718	54190	73936
719	54264	73859
720	54333	73775
721	54413	73706
722	54488	73631
723	54562	73553
724	54639	73480
725	54713	73402
726	54790	73330
727	54865	73254
728	54937	73174
729	55005	73089
730	55074	73005
731	55150	72931
732	55233	72866
733	55316	72800
734	55398	72734
735	55471	72655
736	55549	72583
737	55625	72508
738	55697	72429
739	55767	72346
740	55838	72265
741	55919	72198
742	55990	72117
743	56062	72036
744	56134	71957
745	56212	71886
746	56292	71815
747	56361	71733
748	56434	71655
749	56511	71580
750	56587	71507
751	56659	71427
752	56733	71349
753	56818	71286
754	56889	71206
755	56963	71129
756	57035	71049
757	57102	70963
758	57174	70884
759	57247	70805
760	57317	70724
761	57393	70650
762	57478	70585
763	57581	70545
764	57674	70490
765	57757	70424
766	57845	70365
767	57934	70305
768	58026	70251
769	58136	70216
770	58237	70172
771	58329	70116
772	58426	70065
773	58520	70012
774	58609	69953
775	58707	69903
776	58802	69851
777	58895	69797
778	58995	69749
779	59091	69697
780	59179	69636
781	59265	69572
782	59352	69509
783	59446	69455
784	59530	69388
785	59616	69325
786	59705	69264
787	59798	69208
788	59894	69156
789	59991	69103
790	60077	69039
791	60147	68957
792	60224	68881
793	60307	68814
794	60390	68746
795	60466	68669
796	60537	68589
797	60608	68506
798	60680	68426
799	60753	68347
800	60826	68268
801	60901	68190
802	60974	68112
803	61049	68035
804	61127	67961
805	61200	67882
806	61281	67812
807	61357	67736
808	61428	67655
809	61502	67577
810	61572	67494
811	61654	67425
812	61726	67345
813	61810	67277
814	61893	67209
815	61984	67149
816	62073	67087
817	62149	67012
818	62224	66934
819	62301	66860
820	62370	66776
821	62477	66733
822	62568	66674
823	62654	66608
824	62736	66539
825	62819	66469
826	62900	66399
827	62979	66325
828	63052	66246
829	63122	66164
830	63194	66084
831	63265	66002
832	63331	65916
833	63401	65834
834	63470	65750
835	63539	65668
836	63611	65587
837	63680	65503
838	63751	65423
839	63823	65343
840	63902	65270
841	63974	65190
842	64046	65110
843	64122	65034
844	64207	64967
845	64287	64895
846	64360	64816
847	64437	64741
848	64505	64657
849	64576	64576
850	64646	64494
851	64720	64416
852	64788	64332
853	64860	64252
854	64938	64179
855	65008	64096
856	65085	64022
857	65156	63941
858	65225	63858
859	65299	63781
860	65368	63698
861	65440	63618
862	65508	63534
863	65579	63453
864	65650	63374
865	65720	63292
866	65790	63210
867	65864	63132
868	65946	63062
869	66023	62987
870	66097	62909
871	66164	62826
872	66236	62746
873	66307	62666
874	66386	62592
875	66463	62518
876	66539	62442
877	66610	62361
878	66683	62283
879	66763	62211
880	66838	62134
881	66906	62051
882	66982	61975
883	67056	61897
884	67123	61814
885	67193	61733
886	67265	61653
887	67334	61571
888	67409	61495
889	67482	61416
890	67554	61337
891	67627	61258
892	67698	61179
893	67769	61098
894	67837	61015
895	67909	60936
896	67980	60856
897	68049	60774
898	68125	60699
899	68197	60619
900	68280	60550
901	68349	60468
902	68421	60389
903	68489	60307
904	68571	60237
905	68656	60169
906	68736	60097
907	68807	60016
908	68881	59940
909	68949	59857
910	69022	59778
911	69095	59700
912	69164	59619
913	69233	59537
914	69306	59459
915	69380	59382
916	69451	59302
917	69523	59223
918	69597	59146
919	69672	59069
920	69741	58988
921	69809	58906
922	69880	58826
923	69950	58746
924	70026	58670
925	70096	58590
926	70166	58510
927	70240	58433
928	70310	58352
929	70379	58271
930	70451	58192
931	70524	58114
932	70594	58034
933	70664	57953
934	70734	57873
935	70815	57802
936	70894	57729
937	70965	57650
938	71040	57573
939	71109	57492
940	71183	57415
941	71255	57337
942	71327	57258
943	71406	57186
944	71476	57105
945	71549	57027
946	71618	56947
947	71688	56867
948	71759	56787
949	71828	56706
950	71899	56627
951	71968	56546
952	72040	56468
953	72107	56386
954	72187	56313
955	72258	56234
956	72326	56153
957	72396	56073
958	72467	55994
959	72538	55915
960	72611	55837
961	72684	55759
962	72755	55681
963	72824	55600
964	72894	55520
965	72970	55445
966	73054	55376
967	73129	55300
968	73202	55223
969	73272	55142
970	73341	55062
971	73414	54985
972	73483	54905
973	73552	54824
974	73624	54746
975	73693	54666
976	73765	54588
977	73836	54509
978	73909	54432
979	73982	54354
980	74055	54276
981	74122	54195
982	74198	54120
983	74266	54039
984	74336	53959
985	74406	53880
986	74489	53810
987	74557	53729
988	74627	53650
989	74700	53572
990	74768	53491
991	74840	53414
992	74910	53335
993	74982	53256
994	75057	53181
995	75129	53103
996	75206	53029
997	75285	52956
998	75360	52880
999	75431	52801
1000	75503	52723
1001	75576	52647
1002	75645	52567
1003	75718	52490
1004	75794	52415
1005	75865	52336
1006	75934	52256
1007	76004	52177
1008	76074	52098
1009	76145	52019
1010	76217	51942
1011	76288	51864
1012	76359	51785
1013	76433	51709
1014	76505	51631
1015	76578	51555
1016	76646	51474
1017	76716	51395
1018	76842	51353
1019	76910	51273
1020	76980	51194
1021	77049	51115
1022	77117	51035
1023	77186	50955
1024	77257	50876
1025	77328	50798
1026	77413	50729
1027	77493	50657
1028	77566	50580
1029	77637	50502
1030	77712	50426
1031	77780	50346
1032	77853	50269
1033	77920	50188
1034	77997	50114
1035	78069	50036
1036	78138	49957
1037	78211	49880
1038	78283	49803
1039	78349	49721
1040	78422	49644
1041	78489	49564
1042	78560	49486
1043	78629	49407
1044	78699	49328
1045	78773	49252
1046	78845	49174
1047	78917	49097
1048	79018	49038
1049	79090	48960
1050	79159	48881
1051	79231	48804
1052	79304	48727
1053	79378	48651
1054	79447	48572
1055	79519	48494
1056	79594	48419
1057	79673	48346
1058	79749	48271
1059	79823	48195
1060	79894	48117
1061	79969	48042
1062	80049	47969
1063	80122	47893
1064	80194	47815
1065	80263	47736
1066	80334	47658
1067	80404	47580
1068	80478	47504
1069	80547	47425
1070	80617	47346
1071	80691	47270
1072	80758	47190
1073	80832	47114
1074	80903	47037
1075	80972	46957
1076	81040	46878
1077	81109	46799
1078	81180	46722
1079	81251	46644
1080	81321	46566
1081	81390	46487
1082	81458	46408
1083	81527	46329
1084	81597	46251
1085	81667	46173
1086	81736	46094
1087	81814	46020
1088	81892	45947
1089	81966	45871
1090	82037	45793
1091	82107	45715
1092	82178	45638
1093	82248	45559
1094	82315	45480
1095	82386	45402
1096	82457	45325
1097	82527	45247
1098	82597	45169
1099	82670	45092
1100	82739	45014
1101	82816	44940
1102	82886	44862
1103	82954	44783
1104	83029	44708
1105	83104	44632
1106	83176	44556
1107	83253	44482
1108	83325	44405
1109	83403	44331
1110	83478	44256
1111	83550	44179
1112	83627	44105
1113	83699	44028
1114	83765	43948
1115	83841	43874
1116	83913	43797
1117	84001	43729
1118	84087	43659
1119	84162	43584
1120	84231	43505
1121	84302	43428
1122	84372	43350
1123	84441	43272
1124	84515	43196
1125	84586	43119
1126	84660	43044
1127	84738	42970
1128	84820	42898
1129	84887	42819
1130	84961	42743
1131	85030	42665
1132	85101	42588
1133	85172	42511
1134	85246	42435
1135	85317	42358
1136	85392	42283
1137	85463	42205
1138	85533	42128
1139	85603	42050
1140	85674	41973
1141	85745	41896
1142	85812	41817
1143	85882	41740
1144	85955	41664
1145	86033	41590
1146	86103	41512
1147	86183	41440
1148	86263	41367
1149	86340	41293
1150	86426	41223
1151	86499	41147
1152	86569	41069
1153	86648	40996
1154	86717	40918
1155	86794	40844
1156	86868	40769
1157	86941	40693
1158	87020	40619
1159	87090	40542
1160	87160	40464
1161	87240	40392
1162	87311	40314
1163	87381	40237
1164	87453	40161
1165	87524	40083
1166	87598	40008
1167	87670	39932
1168	87744	39856
1169	87814	39779
1170	87883	39701
1171	87956	39625
1172	88027	39548
1173	88100	39472
1174	88168	39394
1175	88242	39318
1176	88310	39240
1177	88385	39165
1178	88466	39093
1179	88547	39021
1180	88618	38944
1181	88691	38868
1182	88763	38792
1183	88835	38715
1184	88902	38636
1185	88973	38560
1186	89050	38486
1187	89122	38409
1188	89195	38333
1189	89263	38255
1190	89338	38180
1191	89412	38105
1192	89483	38028
1193	89558	37953
1194	89638	37880
1195	89710	37804
1196	89779	37726
1197	89858	37653
1198	89927	37576
1199	89997	37498
1200	90065	37421
1201	90137	37344
1202	90216	37271
1203	90287	37194
1204	90368	37122
1205	90436	37044
1206	90507	36967
1207	90580	36892
1208	90670	36823
1209	90751	36750
1210	90825	36675
1211	90896	36598
1212	90974	36524
1213	91046	36448
1214	91128	36376
1215	91208	36303
1216	91273	36224
1217	91350	36150
1218	91423	36074
1219	91496	35998
1220	91566	35921
1221	91635	35844
1222	91704	35767
1223	91775	35690
1224	91848	35614
1225	91919	35538
1226	91993	35463
1227	92076	35391
1228	92150	35315
1229	92219	35238
1230	92292	35162
1231	92365	35086
1232	92454	35017
1233	92533	34943
1234	92622	34873
1235	92700	34800
1236	92782	34727
1237	92869	34657
1238	92955	34586
1239	93041	34515
1240	93135	34447
1241	93231	34380
1242	93318	34309
1243	93413	34241
1244	93509	34173
1245	93591	34101
1246	93681	34031
1247	93766	33960
1248	93841	33885
1249	93920	33811
1250	93999	33737
1251	94082	33665
1252	94158	33590
1253	94240	33517
1254	94321	33444
1255	94407	33373
1256	94487	33299
1257	94567	33226
1258	94641	33150
1259	94728	33079
1260	94810	33006
1261	94886	32932
1262	94960	32856
1263	95046	32785
1264	95132	32713
1265	95213	32640
1266	95305	32570
1267	95388	32498
1268	95462	32422
1269	95549	32351
1270	95624	32275
1271	95700	32201
1272	95782	32128
1273	95870	32057
1274	95950	31983
1275	96031	31910
1276	96123	31840
1277	96200	31765
1278	96279	31691
1279	96368	31620
1280	96454	31549
1281	96531	31474
1282	96609	31400
1283	96705	31331
1284	96782	31256
1285	96864	31183
1286	96942	31108
1287	97015	31033
1288	97100	30960
1289	97170	30883
1290	97249	30809
1291	97334	30737
1292	97422	30665
1293	97492	30588
1294	97570	30514
1295	97638	30436
1296	97712	30360
1297	97788	30285
1298	97864	30210
1299	97947	30137
1300	98033	30065
1301	98114	29991
1302	98200	29919
1303	98289	29848
1304	98384	29779
1305	98484	29711
1306	98573	29639
1307	98657	29566
1308	98733	29491
1309	98809	29416
1310	98887	29342
1311	98969	29268
1312	99059	29197
1313	99144	29124
1314	99216	29048
1315	99285	28970
1316	99410	28909
1317	99518	28843
1318	99612	28773
1319	99687	28697
1320	99759	28621
1321	99832	28545
1322	99905	28468
1323	99979	28392
1324	100051	28316
1325	100122	28239
1326	100194	28163
1327	100266	28086
1328	100346	28012
1329	100414	27934
1330	100493	27860
1331	100570	27785
1332	100638	27707
1333	100705	27629
1334	100777	27553
1335	100848	27476
1336	100916	27399
1337	100987	27322
1338	101060	27246
1339	101128	27168
1340	101203	27093
1341	101276	27017
1342	101343	26939
1343	101414	26862
1344	101482	26785
1345	101554	26708
1346	101627	26633
1347	101703	26557
1348	101786	26483
1349	101861	26408
1350	101933	26332
1351	102009	26256
1352	102079	26179
1353	102154	26104
1354	102226	26028
1355	102295	25951
1356	102362	25873
1357	102436	25797
1358	102507	25721
1359	102585	25646
1360	102659	25570
1361	102731	25494
1362	102801	25417
1363	102869	25340
1364	102945	25264
1365	103016	25188
1366	103087	25112
1367	103158	25035
1368	103242	24962
1369	103313	24885
1370	103396	24812
1371	103464	24735
1372	103535	24658
1373	103615	24584
1374	103684	24507
1375	103757	24431
1376	103825	24354
1377	103896	24277
1378	103980	24204
1379	104063	24130
1380	104139	24055
1381	104209	23978
1382	104282	23902
1383	104361	23828
1384	104436	23752
1385	104506	23675
1386	104576	23599
1387	104656	23525
1388	104731	23449
1389	104804	23373
1390	104887	23299
1391	104960	23223
1392	105034	23148
1393	105103	23071
1394	105178	22995
1395	105259	22921
1396	105344	22848
1397	105416	22772
1398	105487	22696
1399	105554	22618
1400	105625	22542
1401	105701	22467
1402	105775	22391
1403	105843	22314
1404	105929	22241
1405	106002	22165
1406	106091	22092
1407	106183	22021
1408	106263	21946
1409	106345	21872
1410	106427	21798
1411	106505	21723
1412	106586	21649
1413	106665	21574
1414	106744	21499
1415	106826	21425
1416	106904	21350
1417	106981	21275
1418	107052	21199
1419	107123	21123
1420	107200	21047
1421	107273	20971
1422	107342	20895
1423	107412	20818
1424	107482	20742
1425	107553	20665
1426	107623	20589
1427	107696	20513
1428	107768	20437
1429	107848	20362
1430	107929	20288
1431	108000	20212
1432	108076	20137
1433	108146	20060
1434	108217	19984
1435	108288	19908
1436	108371	19834
1437	108462	19761
1438	108536	19685
1439	108616	19611
1440	108690	19535
1441	108761	19459
1442	108835	19383
1443	108907	19307
1444	108982	19232
1445	109060	19157
1446	109132	19081
1447	109208	19005
1448	109282	18930
1449	109350	18853
1450	109419	18776
1451	109488	18700
1452	109559	18624
1453	109636	18549
1454	109713	18474
1455	109785	18398
1456	109859	18322
1457	109931	18246
1458	109969	18164
1459	110049	18090
1460	110119	18013
1461	110189	17937
1462	110262	17862
1463	110332	17785
1464	110410	17710
1465	110480	17634
1466	110559	17559
1467	110645	17486
1468	110721	17410
1469	110793	17335
1470	110866	17259
1471	110945	17184
1472	111017	17108
1473	111087	17032
1474	111167	16957
1475	111246	16883
1476	111318	16807
1477	111388	16730
1478	111460	16654
1479	111531	16579
1480	111602	16502
1481	111673	16427
1482	111749	16351
1483	111820	16275
1484	111894	16200
1485	111963	16123
1486	112043	16049
1487	112109	15972
1488	112186	15897
1489	112262	15822
1490	112338	15746
1491	112410	15671
1492	112482	15595
1493	112553	15519
1494	112628	15444
1495	112696	15367
1496	112777	15293
1497	112871	15220
1498	112955	15146
1499	113025	15070
1500	113100	14994
1501	113177	14919
1502	113246	14843
1503	113318	14767
1504	113396	14692
1505	113465	14616
1506	113534	14540
1507	113603	14464
1508	113677	14388
1509	113751	14313
1510	113829	14238
1511	113895	14161
1512	113966	14085
1513	114034	14009
1514	114106	13933
1515	114175	13857
1516	114250	13782
1517	114324	13706
1518	114404	13632
1519	114476	13556
1520	114544	13480
1521	114616	13404
1522	114687	13328
1523	114757	13252
1524	114827	13176
1525	114901	13101
1526	114971	13025
1527	115054	12951
1528	115135	12876
1529	115207	12800
1530	115280	12725
1531	115352	12649
1532	115425	12574
1533	115498	12498
1534	115568	12422
1535	115639	12346
1536	115711	12271
1537	115781	12195
1538	115850	12119
1539	115918	12043
1540	115991	11967
1541	116061	11892
1542	116132	11816
1543	116204	11740
1544	116278	11665
1545	116345	11589
1546	116417	11513
1547	116488	11438
1548	116561	11362
1549	116636	11287
1550	116709	11211
1551	116780	11136
1552	116852	11060
1553	116920	10984
1554	116992	10909
1555	117060	10833
1556	117131	10757
1557	117210	10682
1558	117289	10607
1559	117366	10532
1560	117435	10457
1561	117504	10381
1562	117588	10306
1563	117662	10231
1564	117732	10155
1565	117806	10080
1566	117881	10005
1567	117953	9929
1568	118024	9854
1569	118094	9778
1570	118164	9702
1571	118235	9627
1572	118306	9551
1573	118381	9476
1574	118452	9401
1575	118521	9325
1576	118593	9249
1577	118665	9174
1578	118735	9098
1579	118804	9023
1580	118875	8947
1581	118944	8871
1582	119015	8796
1583	119085	8720
1584	119153	8645
1585	119224	8569
1586	119294	8494
1587	119365	8418
1588	119442	8343
1589	119521	8268
1590	119598	8193
1591	119668	8118
1592	119736	8042
1593	119812	7967
1594	119882	7891
1595	119955	7816
1596	120026	7741
1597	120099	7665
1598	120168	7590
1599	120236	7514
1600	120306	7439
1601	120379	7364
1602	120449	7288
1603	120517	7213
1604	120594	7137
1605	120665	7062
1606	120732	6987
1607	120800	6911
1608	120871	6836
1609	120941	6760
1610	121012	6685
1611	121093	6610
1612	121167	6535
1613	121238	6460
1614	121312	6384
1615	121381	6309
1616	121453	6234
1617	121526	6158
1618	121647	6086
1619	121734	6011
1620	121814	5936
1621	121890	5861
1622	121973	5786
1623	122043	5711
1624	122113	5635
1625	122182	5560
1626	122253	5485
1627	122340	5410
1628	122438	5336
1629	122512	5261
1630	122592	5186
1631	122664	5111
1632	122747	5036
1633	122829	4961
1634	122926	4886
1635	122994	4811
1636	123073	4736
1637	123146	4661
1638	123219	4585
1639	123289	4510
1640	123361	4435
1641	123432	4359
1642	123510	4284
1643	123602	4210
1644	123675	4135
1645	123747	4059
1646	123814	3984
1647	123891	3909
1648	123979	3834
1649	124057	3759
1650	124128	3684
1651	124195	3608
1652	124263	3533
1653	124333	3457
1654	124408	3382
1655	124484	3307
1656	124555	3232
1657	124628	3157
1658	124706	3081
1659	124776	3006
1660	124851	2931
1661	124922	2856
1662	125005	2781
1663	125078	2706
1664	125163	2631
